make_model,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,colour,paint,seller,gears,drivetrain,entertainment_media,extras,full_service_history,nonsmoker_vehicle,upholstery,power_hp,safety_category,emission_category
Volvo V40,NL,19300.0, Compact, Used,Yes,48548.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Cloth,122.0,middle,high
Volvo V40,NL,22900.0, Compact, Used,No,44271.0,Manual,benzine,Silver,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,No,Leather,122.0,middle,high
Volvo V40,NL,22850.0, Compact, Used,Yes,18342.0,Manual,benzine,White,Metallic,Dealer,6.0, Front,Standard,4.0,Yes,No,Cloth,122.0,middle,high
Volvo V40,NL,22700.0, Compact, Used,Yes,26583.0,Manual,benzine,Black,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,122.0,middle,high
Volvo V40,NL,17725.0, Compact, Used,Yes,90656.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,122.0,middle,high
Volvo V40 Cross Country,NL,24945.0, Compact, Used,Yes,55928.0,Automatic,benzine,Orange,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,154.0,middle,high
Volvo V40,FR,16990.0, Compact, Used,No,85000.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,2.0,No,No,Cloth,120.0,middle,high
Volvo V40,FR,18999.0, Compact, Used,No,82954.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,152.0,low,high
Volvo V40,NL,20950.0, Compact, Used,No,76071.0,Automatic,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,5.0,Yes,No,Leather,154.0,middle,high
Volvo V40,FR,18590.0, Compact, Used,No,62868.0,Automatic,benzine,Grey,Nonmetallic,Dealer,6.0, Front,Standard,2.0,No,No,Cloth,120.0,middle,high
Volvo S40,ES,6999.0, Compact, Used,Yes,196000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,177.0,low,mid-low
Volvo V40,NL,10950.0, Compact, Used,No,108941.0,Manual,diesel,White,Metallic,Private seller,6.0, Front,Standard,6.0,No,No,Cloth,190.0,middle,mid
Volvo C30,DE,5490.0, Compact, Used,Yes,162000.0,Manual,diesel,White,Nonmetallic,Dealer,5.0, Front,Standard,5.0,Yes,Yes,Cloth,109.0,middle,mid-low
Volvo V40,ES,12600.0, Compact, Used,Yes,165043.0,Manual,diesel,Beige,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo C30,ES,6989.0, Compact, Used,No,199895.0,Manual,diesel,Beige,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,109.0,low,mid-low
Volvo S40,ES,9990.0, Compact, Used,Yes,82000.0,Manual,benzine,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,230.0,low,mid-low
Volvo V40,ES,12600.0, Compact, Used,Yes,165065.0,Manual,diesel,Beige,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo S40,ES,7500.0, Compact, Used,Yes,255000.0,Manual,diesel,Violet,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,110.0,low,mid-low
Volvo V40,ES,19790.0, Compact, Used,Yes,58099.0,Automatic,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,11500.0, Compact, Used,Yes,160000.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13818.0, Compact, Used,Yes,145040.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,ES,6489.0, Compact, Used,No,229000.0,Automatic,diesel,Green,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,179.0,low,mid-low
Volvo C30,NL,5750.0, Compact, Used,No,197585.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,170.0,low,mid-low
Volvo V40,ES,15136.0, Compact, Used,Yes,103675.0,Manual,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,15450.0, Compact, Used,Yes,129214.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,190.0,low,high
Volvo V40,ES,14572.0, Compact, Used,Yes,94788.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13990.0, Compact, Used,Yes,89000.0,Manual,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13950.0, Compact, Used,Yes,152000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,15635.0, Compact, Used,Yes,106493.0,Automatic,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,122.0,low,high
Volvo V40,ES,18650.0, Compact, Used,Yes,79419.0,Automatic,diesel,Black,Nonmetallic,Dealer,8.0, Front,Standard,1.0,No,No,Cloth,190.0,low,high
Volvo V40,ES,19900.0, Compact, Used,Yes,132000.0,Automatic,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo S40,ES,5490.0, Compact, Used,Yes,214000.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,136.0,low,mid-low
Volvo V40,ES,20449.0, Compact, Used,Yes,72000.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,190.0,low,high
Volvo V40,ES,15590.0, Compact, Used,Yes,88533.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,16500.0, Compact, Used,Yes,160000.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,14399.0, Compact, Used,Yes,98745.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,11200.0, Compact, Used,Yes,189092.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13500.0, Compact, Used,Yes,160000.0,Automatic,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,NL,16900.0, Compact, Used,No,148846.0,Manual,benzine,Red,Nonmetallic,Dealer,6.0, Front,Standard,3.0,No,No,Leather,220.0,low,mid-low
Volvo V40,ES,16845.0, Compact, Used,Yes,81517.0,Automatic,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,14990.0, Compact, Used,Yes,102768.0,Manual,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,NL,6940.0, Compact, Used,No,205547.0,Manual,benzine,White,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Cloth,145.0,middle,mid
Volvo V40,ES,15590.0, Compact, Used,Yes,123045.0,Automatic,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,ES,6700.0, Compact, Used,Yes,190000.0,Manual,diesel,White,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,110.0,low,mid-low
Volvo V40,NL,14740.0, Compact, Used,No,83740.0,Manual,benzine,Brown,Nonmetallic,Dealer,6.0, Front,Standard,5.0,No,No,Leather,150.0,middle,mid
Volvo V40,ES,23490.0, Compact, Used,Yes,79901.0,Automatic,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13900.0, Compact, Used,Yes,180000.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,9900.0, Compact, Used,Yes,146710.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,15200.0, Compact, Used,Yes,115502.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13850.0, Compact, Used,Yes,160000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40 Cross Country,NL,19890.0, Compact, Used,No,108723.0,Automatic,benzine,Blue,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,No,Leather,154.0,middle,high
Volvo S40,ES,2500.0, Compact, Used,Yes,218700.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,137.0,low,mid-low
Volvo C30,ES,8250.0, Compact, Used,No,140000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,mid-low
Volvo V40,NL,16495.0, Compact, Used,Yes,93908.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,No,Leather,120.0,low,high
Volvo V40,NL,24890.0, Compact, Used,Yes,55421.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,122.0,middle,high
Volvo V40,NL,18440.0, Compact, Used,No,29608.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,3.0,No,No,Leather,120.0,middle,mid
Volvo V40,ES,11900.0, Compact, Used,Yes,187592.0,Manual,diesel,Red,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,NL,12890.0, Compact, Used,No,164669.0,Manual,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,3.0,No,No,Leather,150.0,middle,mid
Volvo V40,ES,12800.0, Compact, Used,Yes,143281.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo C30,NL,8900.0, Compact, Used,No,170830.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,3.0,No,No,Leather,114.0,middle,mid
Volvo C30,NL,4950.0, Compact, Used,No,191347.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,Yes,No,Cloth,114.0,low,mid-low
Volvo V40,NL,12495.0, Compact, Used,Yes,174638.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,No,Leather,120.0,middle,high
Volvo C30,ES,8300.0, Compact, Used,Yes,170000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,mid-low
Volvo C30,ES,4600.0, Compact, Used,Yes,212000.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,136.0,low,mid-low
Volvo V40,NL,16900.0, Compact, Used,Yes,109407.0,Manual,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,No,Cloth,122.0,middle,high
Volvo V40,ES,15900.0, Compact, Used,Yes,130382.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,13100.0, Compact, Used,Yes,153800.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,14393.0, Compact, Used,Yes,98027.0,Automatic,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,17900.0, Compact, Used,Yes,116000.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo S80,ES,7500.0, Compact, Used,Yes,112170.0,Manual,benzine,Beige,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,200.0,low,mid-low
Volvo V40,ES,14849.0, Compact, Used,Yes,85000.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,15900.0, Compact, Used,Yes,137891.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,15999.0, Compact, Used,Yes,45000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,ES,8500.0, Compact, Used,Yes,150000.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,116.0,low,mid-low
Volvo S40,ES,9990.0, Compact, Used,Yes,180000.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,mid-low
Volvo C30,FR,5990.0, Compact, Used,Yes,220000.0,Manual,diesel,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Cloth,177.0,low,mid-low
Volvo V40,ES,17700.0, Compact, Used,Yes,109000.0,Automatic,diesel,Blue,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,12500.0, Compact, Used,Yes,137113.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo C30,ES,5000.0, Compact, Used,Yes,262542.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,136.0,low,mid-low
Volvo C30,DE,5900.0, Compact, Used,Yes,149000.0,Manual,diesel,Silver,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,Yes,Cloth,114.0,low,mid
Volvo S40,ES,4490.0, Compact, Used,Yes,280000.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,136.0,low,mid-low
Volvo V40,NL,26890.0, Compact, Used,Yes,65409.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,4.0,Yes,Yes,Cloth,122.0,middle,high
Volvo V40,ES,18449.0, Compact, Used,Yes,99950.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,11630.0, Compact, Used,Yes,149443.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,NL,16900.0, Compact, Used,No,104014.0,Manual,diesel,White,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Leather,150.0,middle,high
Volvo V40,NL,17900.0, Compact, Used,No,99805.0,Manual,diesel,Grey,Metallic,Dealer,6.0, Front,Standard,5.0,No,No,Leather,150.0,middle,high
Volvo V40,ES,12900.0, Compact, Used,Yes,85448.0,Manual,diesel,Yellow,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40 Cross Country,NL,22900.0, Compact, Used,No,85023.0,Automatic,benzine,Black,Metallic,Dealer,6.0, Front,Standard,6.0,No,No,Leather,190.0,middle,high
Volvo V40,NL,17400.0, Compact, Used,No,107601.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Leather,150.0,middle,high
Volvo C30,ES,7900.0, Compact, Used,Yes,179000.0,Manual,diesel,Red,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,109.0,low,mid-low
Volvo V40,ES,10900.0, Compact, Used,Yes,155000.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,16215.0, Compact, Used,Yes,96745.0,Automatic,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,17990.0, Compact, Used,Yes,41454.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,17477.0, Compact, Used,Yes,70228.0,Manual,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo C30,NL,9950.0, Compact, Used,No,96260.0,Manual,benzine,Black,Metallic,Dealer,5.0, Front,Standard,5.0,Yes,No,Cloth,126.0,low,mid-low
Volvo V40,ES,12999.0, Compact, Used,Yes,166000.0,Automatic,diesel,Red,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,17000.0, Compact, Used,Yes,136000.0,Automatic,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,14500.0, Compact, Used,No,148000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,13490.0, Compact, Used,Yes,127527.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,16649.0, Compact, Used,Yes,112000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,NL,19400.0, Compact, Used,No,74111.0,Manual,benzine,Blue,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,152.0,middle,high
Volvo V40,ES,11990.0, Compact, Used,Yes,180000.0,Manual,diesel,Blue,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo V40,ES,11650.0, Compact, Used,Yes,135345.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,21990.0, Compact, Used,Yes,62800.0,Automatic,benzine,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,152.0,low,high
Volvo V40 Cross Country,NL,28490.0, Compact, Used,Yes,46123.0,Automatic,benzine,Blue,Metallic,Dealer,6.0, Front,Standard,5.0,Yes,Yes,Leather,152.0,middle,high
Volvo V40 Cross Country,NL,26900.0, Compact, Used,No,37824.0,Automatic,benzine,Grey,Metallic,Dealer,6.0, Front,Standard,4.0,No,No,Cloth,152.0,middle,high
Volvo V40,ES,16800.0, Compact, Used,Yes,88097.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,ES,8490.0, Compact, Used,Yes,133000.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,mid-low
Volvo V40,ES,15690.0, Compact, Used,Yes,93269.0,Manual,benzine,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,122.0,low,high
Volvo V40,ES,13500.0, Compact, Used,Yes,139800.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo C30,ES,6499.0, Compact, Used,Yes,149000.0,Manual,benzine,Grey,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,125.0,low,mid-low
Volvo V40 Cross Country,NL,26900.0, Compact, Used,No,55298.0,Automatic,benzine,Brown,Metallic,Dealer,6.0, Front,Standard,5.0,No,No,Leather,152.0,middle,high
Volvo V40,ES,14400.0, Compact, Used,Yes,140000.0,Manual,diesel,White,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo V40,ES,14150.0, Compact, Used,Yes,149000.0,Automatic,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,120.0,low,high
Volvo C30,NL,10400.0, Compact, Used,No,138941.0,Manual,benzine,Red,Nonmetallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,145.0,low,mid
Volvo V40,ES,12490.0, Compact, Used,Yes,152120.0,Manual,diesel,Grey,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,114.0,low,high
Volvo V40,ES,20400.0, Compact, Used,No,114501.0,Automatic,diesel,Black,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Cloth,150.0,low,high
Volvo C70,ES,11999.0, Convertible, Used,Yes,199000.0,Manual,benzine,Beige,Metallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,220.0,low,mid-low
Volvo C70,DE,11880.0, Convertible, Used,Yes,155923.0,Manual,benzine,Gold,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,No,Leather,170.0,low,mid-low
Volvo C70,DE,20999.0, Convertible, Used,Yes,69747.0,Automatic,benzine,Black,Metallic,Dealer,5.0, Front,Standard,9.0,Yes,Yes,Leather,220.0,middle,mid-low
Volvo C70,DE,14999.0, Convertible, Used,Yes,146348.0,Automatic,diesel,Blue,Metallic,Dealer,5.0, Front,Standard,10.0,Yes,Yes,Leather,150.0,low,mid
Volvo C70,ES,9900.0, Convertible, Used,Yes,144000.0,Manual,diesel,Silver,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,136.0,low,mid-low
Volvo C70,NL,9250.0, Convertible, Used,No,272358.0,Automatic,benzine,Grey,Metallic,Private seller,5.0, Front,Standard,8.0,Yes,Yes,Leather,170.0,middle,mid-low
Volvo C70,NL,10950.0, Convertible, Used,Yes,96407.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,194.0,low,low
Volvo C70,NL,14950.0, Convertible, Used,Yes,236157.0,Automatic,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,230.0,middle,mid
Volvo C70,NL,3940.0, Convertible, Used,No,339701.0,Automatic,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Leather,194.0,low,low
Volvo C70,NL,6950.0, Convertible, Used,No,309434.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,200.0,low,low
Volvo C70,NL,16940.0, Convertible, Used,Yes,194891.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Leather,170.0,middle,mid-low
Volvo C70,NL,9900.0, Convertible, Used,Yes,142685.0,Automatic,diesel,Blue,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,Yes,Leather,179.0,middle,mid-low
Volvo C70,IT,6500.0, Convertible, Used,No,210000.0,Automatic,diesel,Silver,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Leather,179.0,low,mid-low
Volvo C70,NL,17850.0, Convertible, Used,Yes,160282.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Leather,170.0,low,mid-low
Volvo C70,NL,5850.0, Convertible, Used,No,235588.0,Automatic,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,1.0,Yes,No,Leather,194.0,low,low
Volvo C70,IT,15000.0, Convertible, Used,Yes,59000.0,Manual,diesel,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Other,136.0,low,mid-low
Volvo C70,DE,11980.0, Convertible, Used,No,151044.0,Manual,diesel,Black,Metallic,Dealer,6.0, Front,Standard,3.0,Yes,Yes,Leather,136.0,low,mid-low
Volvo C70,NL,15850.0, Convertible, Used,Yes,108163.0,Automatic,diesel,Blue,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,136.0,low,mid-low
Volvo C70,DE,11980.0, Convertible, Used,No,100000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,3.0,Yes,Yes,Leather,140.0,middle,mid-low
Volvo C70,ES,6990.0, Convertible, Used,No,181000.0,Automatic,benzine,Silver,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,194.0,low,mid-low
Volvo C70,ES,9900.0, Convertible, Used,No,155100.0,Manual,diesel,Silver,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,136.0,low,mid-low
Volvo C70,ES,12990.0, Convertible, Used,Yes,149236.0,Automatic,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,230.0,low,mid-low
Volvo C70,ES,5199.0, Convertible, Used,No,156700.0,Manual,benzine,Blue,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,194.0,low,mid-low
Volvo C70,ES,7999.0, Convertible, Used,Yes,154000.0,Manual,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,140.0,low,mid-low
Volvo C70,NL,9900.0, Convertible, Used,No,233183.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,239.0,low,low
Volvo C70,NL,16450.0, Convertible, Used,No,117652.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,220.0,middle,mid-low
Volvo C70,ES,2500.0, Convertible, Used,No,140000.0,Manual,diesel,Black,Nonmetallic,Dealer,6.0, Front,Standard,1.0,No,No,Leather,136.0,low,mid-low
Volvo C70,NL,24900.0, Convertible, Used,No,117980.0,Automatic,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,228.0,middle,mid
Volvo C70,NL,11750.0, Convertible, Used,No,180291.0,Automatic,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,2.0,Yes,No,Leather,170.0,low,mid-low
Volvo C70,NL,19900.0, Convertible, Used,No,157903.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Cloth,228.0,low,mid
Volvo C70,NL,17900.0, Convertible, Used,No,191920.0,Automatic,benzine,Black,Metallic,Dealer,5.0, Front,Standard,3.0,No,No,Leather,170.0,middle,mid-low
Volvo C70,ES,9990.0, Convertible, Used,Yes,170000.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,1.0,No,No,Leather,170.0,low,mid-low
Volvo C70,DE,9900.0, Convertible, Used,No,179500.0,Automatic,diesel,Blue,Metallic,Dealer,5.0, Front,Standard,4.0,Yes,Yes,Leather,136.0,low,mid-low
Volvo C70,NL,25900.0, Convertible, Used,No,107826.0,Automatic,benzine,Grey,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,228.0,middle,mid
Volvo C70,ES,11995.0, Convertible, Used,Yes,159000.0,Automatic,benzine,Black,Nonmetallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,170.0,low,mid-low
Volvo C70,DE,6700.0, Convertible, Used,No,299911.0,Automatic,benzine,Silver,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Leather,140.0,middle,mid-low
Volvo C70,NL,14900.0, Convertible, Used,No,69200.0,Automatic,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,4.0,No,No,Leather,239.0,low,low
Volvo C70,NL,16400.0, Convertible, Used,No,81086.0,Automatic,benzine,Black,Metallic,Dealer,5.0, Front,Standard,2.0,No,No,Leather,170.0,middle,mid-low
Volvo C70,NL,11925.0, Convertible, Used,Yes,166664.0,Manual,benzine,Blue,Metallic,Dealer,5.0, Front,Standard,3.0,Yes,No,Leather,245.0,low,mid-low
Volvo C70,NL,4000.0, Convertible, Used,No,121936.0,Automatic,benzine,Blue,Metallic,Private seller,5.0, Front,Standard,4.0,Yes,No,Leather,241.0,low,low
Volvo C70,NL,4150.0, Convertible, Used,No,121900.0,Automatic,benzine,Blue,Metallic,Private seller,5.0, Front,Mid-range,7.0,Yes,No,Leather,241.0,low,low
